名稱,分類,緯度,經度,地址,電話,介紹,圖片
卜大食品有限公司,美食饗宴;伴手禮,23.484149,120.452317,嘉義市吳鳳北路330號,05-2786636,卜大食品新研發水果露與糕點傳奇系列，綜合了日本菓子的香Q與傳統 糬的軟Q及糕點綿密。甜而不膩的餡料，讓人入口後回味無窮，送禮自用兩相宜。2009年獲選為諸羅十大伴手禮店家。,http://fun.chiayi.gov.tw/cy2012/images/626/images/卜大食品有限公司1.jpg
郭家美食店,美食饗宴;國民美食;大小雅路商圈,23.477543,120.473882,嘉義市東區大雅路二段384號,05-2775778,曾經有一對八十多歲的老夫妻走入郭家美食，離開之際，激動得告訴郭店長「知識可以不繼續流傳，但是這完全與古早美味相同的感動、卻一定要想辦法不停延續！」這也正是郭家美食的精神：全然紮實。<br>    曾經有家臺中知名的百貨公司，連續三年和郭老闆聯絡，邀請郭家至臺中參展美食節。但也被郭老闆連續婉拒了三次。為什麼不去呢？郭老闆淡淡地回答：人手不足啊。看似簡單的小吃，卻需要極精準的火候烹煮和食材配料。不足的人力即無法拿捏掌握料理後、幾乎整齊劃一的美味度。這就是郭家美食的堅持之處。至今的郭家美食已傳至第四代。四代郭家老闆的平實無華與店裡的餐點同出一轍：美味的踏踏實實。<br>來碗「粿仔湯」嗎？！這是嘉義在地人的秘傳復古美味！若您將「粿仔湯」認為是粿仔條或客家板條，那肯定會被當成外地來的人客。放在鍋裡煮著的油蔥粿切成小塊小塊，湯頭由粉腸、豬腸熬製而成。鮮甜的湯頭配上酸菜、韭菜、黑胡椒粉，就這樣一碗，兼具口味的鮮美和口感的豐富。這可是走遍臺灣，郭家獨有。因為炊煮粿仔湯的成本高又費工夫。粿仔可不好伺候：熱度不高不好吃，溫度過高會碎掉，而這火候和時間的拿捏，全賴經驗傳承和用心。<br>郭家自早期開始所賣的炊粿，至今獨創的粿仔湯；這些擄人心胃的美味：已有近百年的歷史。近幾年店家開始提供宅配服務，讓思念郭家美味的朋友們，都能一解相思之苦。也因為如此，郭家美食館也計畫將店面美味擴展到海外，正在進行中的計畫已有眉目。<br>平淡中仍顯珍貴！郭家美食，就全然體現出這樣的哲理。,http://fun.chiayi.gov.tw/cy2012/images/862/images/郭家美食店1.jpg
紅瓦厝社區,生態樂活;社區悠遊,23.458365,120.434842,範圍約在南京路、新民路、世賢路及嘉義縣水上鄉之間,無,里名係早期社區內以連幢式加蓋紅瓦之平房建築聞名，俗稱紅瓦厝，故以紅瓦里命名。休耕的淺塘豐富了各種水生植物，也提供境內侯鳥、小水鴨的棲息，多樣的鳥類生態與綠色田園共織成特有的自然生態景觀，而「嘉油鐵馬道」串連了紅瓦厝社區的自然生態景色，社區內也有個美麗的社區公園「咱ㄟ所在」。<br><br>運動休閒：<br>◎嘉油鐵馬道，於2008年啟用，利用閒置的中油舊鐵道修築，於嘉義市世賢路四段中油廠區旁設為起點，途經美源、光路、湖內、獅子、紅瓦等五里與嘉義縣水上鄉三和、回歸、下寮3村，終點為達北回歸線站天文廣場。設計時保留原有鐵道及枕木設施，入口處設置花廊及車阻，沿線栽種喬灌木，創造一個生態兼具的休閒空間。,http://fun.chiayi.gov.tw/cy2012/images/950/images/20131125102642紅瓦厝社區1.jpg
福安社區,生態樂活;社區悠遊,23.483302,120.425765,範圍約在泰山一街、四維路、德安路、八德路、中興路、中央排水幹線及世賢路之間,無,福安里里名因係本里於民國99年由福全里及保安里所組成，被北港路分為南北兩半，各有一間宮廟為信仰中心：國邑武當真武廟及鎮安宮，社區內有間署立嘉義醫院，是嘉義地區較大的公立醫院。<br><br>文化資產：<br>◎國邑武當山真武廟，主祀玄天上帝，同祀註生娘娘、福德正神。<br>◎鎮安宮，主祀池府千歲（唐朝開國名將池夢彪），神像係由許姓祖先自大陸攜帶來台。,http://fun.chiayi.gov.tw/cy2012/images/948/images/2013112595123福安社區1.jpg
東興社區,生態樂活;社區悠遊,23.480335,120.456912,範圍約在中山路、吳鳳北路、公明路、啟明路之間,無,只要說到東興社區，就會想到東門圓環，有可愛的尿尿小童，還有好吃的煎粿，公明路是以前的醫生館街，現存有振華兒科、黃瑤醫生故居，而安和街是有名的律師街，這裡也是東市場的所在地。<br><br>文化資產：<br>◎東安宮：主祀福德正神，是全台唯一戴官帽的土地公。<br>◎東門派出所：約建二十世紀初期，現為市定歷史建築，派出所內為警察派出所辦公廳、宿舍合併使用。,http://fun.chiayi.gov.tw/cy2012/images/960/images/20131125113039東興社區1.jpg
C果子鮮果汁專賣店,美食饗宴;風味茶飲,23.479386,120.442704,嘉義市西區中山路505-2號,05-2236617,在一次偶然的機會下，高中同學喝到店長親自為他們打的果汁，不但香濃又味美，價格更是十分平易近人，場景是在高雄楠梓的一間果汁店。這間果汁店有店長兩年的工讀回憶，更有喝不完的新鮮現打果汁。回程的路上高中同學問，要不要在嘉義也試試看？<br><br>在徵得老闆的同意以及大夥的努力下，開始了我們舉步維艱的創業生涯。起初的知名度不高，在客人源源不斷地推薦下，C果子新鮮又便宜的果汁漸漸受到大家的青睞，看著客人喝完果汁留下滿意的笑容時，就是對我們最大的鼓勵與支持。,http://fun.chiayi.gov.tw/cy2012/images/539/images/C果子鮮果汁專賣店1.jpg
Mei cafe,美食饗宴;風味茶飲,23.483947,120.458393,嘉義市維新路120號,05-2777586,Mei cafe 以一種淡雅恬適的姿態座落於鬧中取靜的住宅區，它不喧賓奪主，卻讓人在經過時不由自主被門口造景所吸引。用木片築起的圍籬，綴滿各式精心栽植的盆栽，錯落有致的置放在各個空間，拾級而上的階梯，推開門映入眼簾的是琳瑯滿目的日式雜貨，令人愛不釋手。<br>老闆娘風姿綽約，身著一襲高雅的連身洋裝，帶著優雅的口吻開始訴說關於mei cafe的悠遠歷史。年輕時曾於日本留學並在20歲開始收藏喜愛的日系雜貨，從民國85年（1996）開始經營Mei cafe的前身，當時店面只有3.8坪的大小，及一張5人坐位的吧臺，四周則被精巧的日系雜貨包圍。就這樣，老闆娘用感覺一步步的實踐夢想，雖然四十歲才開始創業，但每天和自己的夢想接觸，心境總保持年輕。每日早晨，先為自己煮上一壺咖啡，享受安靜閒適的獨處時光。<br>從壁紙花色及擺飾造景到菜單飲品都由老闆娘一手打造規劃，店內營造出粉嫩色系與鄉村風格，在興趣的意念中，將心中構思的藍圖一點一滴的打造，呈現老闆娘那優雅又不失童趣的內心世界。<br>綻放著馨香的店內，讓客人以愉悅的心境享用，不但採用進口茶葉，招牌鬆餅也選用高級食材，口感相較於坊間更多了層次感。現烤三明治那看似微焦的表層一咬下去，令人驚豔於土司口感是如此鬆軟，每一口都嚐出用心。<br>Mei cafe以老闆娘的名字命名，這裡傾注她的靈魂與夢想相互輝映，讓人深切的體會到用熱情堆砌的夢想發源。,http://fun.chiayi.gov.tw/cy2012/images/914/images/Mei cafe1.jpg
北門肉圓,美食饗宴;國民美食,23.483563,120.453715,嘉義市忠孝路193號,05-2715079,一種傳承三代的好滋味，走過一甲子的歲月，經歷風霜與歷史的洗禮，傳承下來的滋味，除了回憶與懷念舊有時光外，還充滿了胼手胝足的動人故事。<br>  從二次世界大戰後，民國34年（1945）開始延續的在地味道，莊家第一代的創始人，因為從20歲起便需要獨立照顧一家人，為了維持家計而學習製作肉圓的古老技法，而後加入自己的創意發想，於是北門肉圓就此誕生。<br>  承接創始人與二代老闆的辛勤耕耘，原本位於林森東路與忠孝路交叉口附近的北門肉圓舊址，因為林務局嘉義林管處著手「檜意森活村」的計畫，必須拆除舊有的房舍，隨即遷移至離原本攤子不遠處的忠孝路店面，雖然離開了營業幾十年的老攤子，新店面卻仍然吸引廣大的忠實饕客按時報到，只為了一嚐他們記憶中那不變的傳統好味。所以無論是在外地打拼甚或移居異鄉的僑民，仍然還是會在逢年過節之際，攜家帶眷來到這裡，和下一代親暱的分享，自孩提時代即讓人魂牽夢縈的懷舊口味。<br>  除了保有自阿公時代就有的好味道外，因應顧客的需求，除了原本獨賣的肉圓，老闆也四處尋覓試吃，以找出最適合搭配北門肉圓的貢丸，讓客人都可以吃的更澎湃有味。除了飽足的美味外，店家為人津津樂道的更是這份體貼的用心。<br>  老闆發揮與時俱進的創意思維並提供QR CODE讓客人了解更多豐富資訊。歷經數年的研製讓保鮮時間延長以配合宅配服務，讓喜歡北門肉圓的顧客有了更多管道能品嚐到這份好滋味。,http://fun.chiayi.gov.tw/cy2012/images/845/images/北門肉圓1.jpg
席瑪朵珈琲烘焙棧,美食饗宴;異國料理,23.479524,120.446223,嘉義市西區民生北路194號,05-2225896,以咖啡為主軸的「席瑪朵珈琲烘焙棧」，並提供早午餐、輕食、三明治、咖啡和果汁等輕鬆愉快的早餐，標榜清爽、自然、健康無負擔的餐飲。生活型態改變，愈來愈多的人以輕食取代正餐，並以此維持身材保養。新一代的健康新主張即是：少油、少糖、少鹽、低熱量、高營養，來維持身體的輕盈。「席瑪朵珈琲烘焙棧」，賣的即是現代人最流行的輕食，多樣的口味，讓消費者兼顧健康與輕爽。,http://fun.chiayi.gov.tw/cy2012/images/538/images/席瑪朵珈琲烘焙棧1.jpg
新店社區,生態樂活;社區悠遊,23.489836,120.466144,範圍約在林森東路、義教街、牛稠溪之間,無,里名由來乃因為里內有新店聚落，且於早期有著名之「甘仔店」聞名， 故命名為新店里。新店社區內有阿里山森林鐵路經過，小火車是生活中的共同記憶，陪伴學童一起上學、下課，里民們在社區的牆上運用馬賽克共同拼貼出社區意象，有小火車、廟宇、林森國小，是社區生活的縮影。,http://fun.chiayi.gov.tw/cy2012/images/959/images/20131125104337新店社區1.jpg
盧厝社區,生態樂活;社區悠遊,23.483893,120.497155,範圍約在大雅路一段、蘭潭、文雅街之間,無,盧厝里是嘉義市最東郊，臨近蘭潭、仁義潭兩水庫，風景優美，自然資源豐富。社區裡還保有傳統的農村，三合院、古井、老樹，最特別的是圓滾滾的「古亭畚」，這是古早農村社會中農夫們存放米糧的倉庫，每個「古亭畚」都有五六十年以上的歷史了。<br><br>文化資產：<br>◎王祖母許太夫人墓，位於盧厝里姜母寮，現為市定古蹟，墓前有麒麟、獅子、蒼鷹、大象等雕塑。許氏為清代將領王得祿的大嫂，王得祿幼年失怙，有賴許氏撫育成人，因此王得祿功成名就後，特上奏特請追封許氏為一品夫人。,http://fun.chiayi.gov.tw/cy2012/images/957/images/20131125104025盧厝社區1.jpg
品田牧場,美食饗宴;異國料理;中正公園商圈,23.480567,120.44839,嘉義市國華街212號1樓,05-2222721,品田牧場於2007年4月創立，鎮店之花為蒲公英（Dandelion），花語是Happiness ，意為幸福快樂。品田牧場主要客群大多來自喜愛日式風格，或是想要滿足口腹之慾的朋友，年齡層約在20-35歲之間，其中以女性居多，且多為上班族及學生族群，。這裡明亮的空間搭上簡約的裝潢，也很適合家庭用餐、學生聚餐、商務聚餐等聚會呢！說到品田牧場的特色，可分為菜色、服務以及氣氛來介紹。日式豬排與咖哩是品田的招牌菜色，而以親切、自在、有趣為訴求，氣氛則走現代、温馨、簡約風格，是種跳脫了傳統的新日式裝潢。,http://fun.chiayi.gov.tw/cy2012/images/536/images/品田牧場1.jpg
多娜多娜,魅力商圈;購物商場;後火車站商圈,23.482633,120.434786,嘉義市西區中興路1號,05-2314610,位於嘉義市後火車站的多娜多娜，是2012年4月才開幕的新店。若想至本店，可從嘉義火車站前站，透過連接前站和後站之地下道，或走美麗的戶外天橋抵達後站。<br><br>店內主要販售來自於西班牙的天然平價建康食品，如初榨橄欖油、橄欖油手工香皂、各種天然護膚保養品系列等。另外也帶給消費者來自歐洲天然提煉或乾燥而製成的花草茶和花果茶。<br><br>店裡另有提供現磨現泡義式咖啡和香醇的英式奶茶，還有販售香、純、口感綿密的霜淇淋。所以下次有機會路過後火車站，不妨停下腳步，放輕鬆來杯好喝的咖啡。,http://fun.chiayi.gov.tw/cy2012/images/574/images/多娜多娜1.jpg
銘亮行,魅力商圈;購物商場,23.478618,120.444035,嘉義市中正路585號 ,05-2222959,嘉義市60年專賣南北貨、進口貨的老店，銘亮行，就在中正路上！過年過節想送禮，又不知道準備些什麼嗎？快來銘亮行踅一趟吧！這裡有乾貨、罐頭禮盒，也有很多日式的食物，例如水產秋刀魚鹽燒、明治綜合巧克力、倉知摩拉卡、明太子起司……等等，還有其他像是德國水果軟糖、夏威夷牛軋糖、陳皮梅、炭燒咖啡等眾多商品，任君選購。真的是送禮自用兩相宜！經營了60年的老店賣的當然是優良的貨品，有口皆碑，信譽優良，讓消費者吃得安心。<br>,http://fun.chiayi.gov.tw/cy2012/images/578/images/銘亮行1.jpg
